ID,Price,Area,floorCount,RoomCount,BedRoomCount,ToiletCount,Furniture,Facade,View,Direction,DistanceToMainRoad,OwnershipCertification,LandOwnershipCertification,houseOwnershipCertification,Location,Type

FID37STTIF1,24000000000,80,6,0,6,0,,0,,0,0,Sổ đỏ.,0,0,"Đường Nguyễn Lương Bằng, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID37STTIF2,7000000000,96,1,0,0,0,,0,,0,0,,0,0,"Dự án Lavila Kiến Á - Nhà Bè, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID37STTIF3,16000000000,288,2,0,0,0,,0,,0,0,Đã có sổ hồng riêng.,0,1,"Quận 8, Hồ Chí Minh",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID37STTIF4,27000000000,31,5,0,8,0,Đầy đủ.,0,,0,0,Đầy đủ sẵn sàng giao dịch,0,0,"Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID37STTIF5,6000000000,100,1,0,0,0,,0,,0,0,Sổ hồng,0,1,"Đường Nguyễn Thị Định, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",Bán nhà riêng

FID37STTIF6,7000000000,60,2,0,2,0,Đã thiết kế nội thất và đầy đủ thiết bị.,0,,0,0,+ Sổ hồng hoàn công.,0,1,"Đường Tùng Thiện Vương, Phường 11, Quận 8, Hồ Chí Minh",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID37STTIF7,150000000000,445,4,0,45,0,,0,,0,0,Sổ hồng,0,1,"Đường Thùy Vân, Vũng Tàu, Bà Rịa Vũng Tàu",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID37STTIF8,0,200,2,0,4,0,,0,,0,0,Đã có sổ đỏ từng phân khu.,0,0,"Dự án Xanh Villas, Đường Đại lộ Thăng Long, Xã Tiến Xuân, Thạch Thất, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID37STTIF9,64000000000,180,6,0,5,0,,0,,0,0,,0,0,"Đường Nguyễn Tuân, Phường Nhân Chính, Thanh Xuân, Hà Nội",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID37STTIF10,0,63,5,0,4,0,,0,,0,0,Sổ đỏ lâu dài.,0,0,"Dự án Kiến Hưng Luxury, Phường Kiến Hưng, Hà Đông, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID37STTIF11,35000000000,121,8,0,18,0,"Đầy đủ, mới tinh, cao cấp.",0,,0,0,Sổ đỏ chính chủ sẵn sàng giao dịch.,0,0,"Đường Trích Sài, Phường Bưởi, Tây Hồ, Hà Nội",Bán nhà riêng

FID37STTIF12,9000000000,100,4,0,4,0,,0,,0,0,Có sổ.,0,0,"Số 9/31 - ngõ 105, Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội",Bán nhà riêng

FID37STTIF13,0,120,1,0,0,0,,0,,0,0,Đã hoàn thiện đầy đủ toàn bộ pháp lý.,0,0,"Dự án An Lạc Green Symphony, Đường Vành Đai 3.5, Xã Vân Canh, Hoài Đức, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID37STTIF14,0,80,1,0,0,0,,0,,0,0,,0,0,"Phố Hai Bà Trưng, Phường 8, Quận 3, Hồ Chí Minh",Bán nhà riêng

FID37STTIF15,8000000000,150,3,0,0,0,,0,,0,0,,0,0,"Dự án Midori Park, Đường Lý Thái Tổ, Phường Hòa Phú, Thủ Dầu Một, Bình Dương","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID37STTIF16,12000000000,97,6,0,0,0,,0,,0,0,Sổ hồng.,0,1,"Him Lam Vạn Phúc, 34, Đường Tố Hữu, Phường Vạn Phúc, Hà Đông, Hà Nội",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID37STTIF17,69000000000,160,4,0,4,0,"Gỗ tự nhiên quý hiếm, nội thất biệt thự cao cấp nhập khẩu.",0,,0,0,Sổ đỏ chính chủ.,0,0,"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",Bán nhà riêng

FID37STTIF18,0,36,2,0,2,0,Full nội thất,0,,0,0,Sổ hồng riêng,0,1,"Đường Nguyễn Kiệm, Phường 3, Phú Nhuận, Hồ Chí Minh",Bán nhà riêng

FID37STTIF19,0,49,2,0,2,0,Nhà trống,0,,0,0,Sổ hồng riêng,0,1,"Đường Phan Đình Phùng, Phường 17, Phú Nhuận, Hồ Chí Minh",Bán nhà riêng

FID37STTIF20,0,33,3,0,3,0,Nhà trống,0,,0,0,Sổ hồng riêng,0,1,"Đường Phan Đình Phùng, Phường 1, Phú Nhuận, Hồ Chí Minh",Bán nhà riêng

FID38STTIF1,0,60,2,0,2,0,Tặng nội thất cơ bản,0,,0,0,Đã có sổ hồng,0,1,"Đường Tân Trụ, Phường 15, Tân Bình, Hồ Chí Minh",Bán nhà riêng

FID38STTIF2,5000000000,70,4,0,4,0,Cao cấp,0,,0,0,,0,0,"Đường Trường Chinh, Phường 15, Tân Bình, Hồ Chí Minh",Bán nhà riêng

FID38STTIF3,7000000000,50,3,0,0,0,Để lại nội thất xịn,0,,0,0,,0,0,"Phố Nguyễn Xí, Phường 13, Bình Thạnh, Hồ Chí Minh",Bán nhà riêng

FID38STTIF4,7000000000,55,4,0,4,0,Đầy đủ nội thất.,0,,0,0,Sổ đỏ chính chủ.,0,0,"Ngõ 58, Đường Triều Khúc, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",Bán nhà riêng

FID38STTIF5,2000000000,31,5,0,0,0,,0,,0,0,Sổ đỏ,0,0,"Đường Phố Trạm, Phường Long Biên, Long Biên, Hà Nội",Bán nhà riêng

FID38STTIF6,2000000000,31,1,0,0,0,,0,,0,0,,0,0,"Đường Tư Đình, Phường Long Biên, Long Biên, Hà Nội",Bán nhà riêng

FID38STTIF7,3000000000,32,5,0,3,0,Gỗ tự nhiên.,0,,0,0,Sổ đỏ đầy đủ.,0,0,"Phố Quan Nhân, Phường Thượng Đình, Thanh Xuân, Hà Nội",Bán nhà riêng

FID38STTIF8,2000000000,32,5,0,3,0,,0,,0,0,Có sổ.,0,0,"Số nhà 6C ngõ 467/54, Đường Lĩnh Nam, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",Bán nhà riêng

FID38STTIF9,2000000000,35,4,0,4,0,,0,,0,0,Sổ đỏ . Giấy phép xây dựng,0,0,"Phố Vạn Phúc, Phường Vạn Phúc, Hà Đông, Hà Nội",Bán nhà riêng

FID38STTIF10,11000000000,42,3,0,0,0,,0,,0,0,Sổ đổ đầy đủ.,0,0,"Phường Quốc Tử Giám, Đống Đa, Hà Nội",Bán nhà riêng

FID38STTIF11,15000000000,80,3,0,4,0,,0,,0,0,Sổ hồng đầy đủ giá trị pháp lý.,0,1,"Đường Ngô Bệ, Phường 13, Tân Bình, Hồ Chí Minh",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID38STTIF12,10000000000,72,4,0,0,0,Đầy đủ,0,,0,0,,0,0,"Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",Bán nhà riêng

FID38STTIF13,3000000000,195,3,0,4,0,"Bàn giao hoàn thiện mặt ngoài, thô bên trong.",0,,0,0,"Đầy đủ. 8/12/2020 tiếp tục khởi công xây dựng các LK3,4,5,6,7,8,9,10.",0,0,"Dự án The Standard Central Park, Đường Tân Phước Khánh 10, Phường Tân Phước Khánh, Tân Uyên, Bình Dương","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID38STTIF14,6000000000,90,4,0,4,0,Được hỗ trợ 570tr để tự làm nội thất cho ngôi nhà của mình,0,,0,0,,0,0,"Dự án Grand World Phú Quốc, Xã Gành Dầu, Phú Quốc, Kiên Giang","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID38STTIF15,5000000000,80,2,0,2,0,,0,,0,0,Đã có sổ hồng,0,1,"Đường 48, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID38STTIF16,2000000000,125,2,0,3,0,,0,,0,0,"Công chứng sang tên, đã có sổ đỏ.",0,0,"Đồng Xoài, Bình Phước",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID38STTIF17,8000000000,40,6,0,6,0,,0,,0,0,,0,0,"Đường Hùng Vương, Phường Lộc Thọ, Nha Trang, Khánh Hòa",Bán nhà riêng

FID38STTIF18,2000000000,125,2,0,3,0,,0,,0,0,"Đã có sổ hồng, sổ đỏ riêng từng căn",0,1,"Phú Giáo, Bình Dương",Bán nhà riêng

FID38STTIF19,780000000,25,2,0,2,0,,0,,0,0,,0,0,"Đường Lê Văn Lương, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",Bán nhà riêng

FID38STTIF20,4000000000,95,2,0,0,0,Nội thất đầy đủ.,0,,0,0,,0,0,"Đường Tân Hiệp 39, Hóc Môn, Hồ Chí Minh",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID39STTIF1,4000000000,117,1,0,0,0,,0,,0,0,,0,0,"Dự án La Vida Residences, Đường 3/2, Phường 12, Vũng Tàu, Bà Rịa Vũng Tàu","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID39STTIF2,2000000000,0,4,0,4,0,,0,,0,0,Sổ hồng,0,1,"Phố Lê Trọng Tấn, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",Bán nhà riêng

FID39STTIF3,0,44,4,0,4,0,,0,,0,0,Sổ đỏ chính chủ,0,0,"Đường Tu Hoàng, Phường Phương Canh, Nam Từ Liêm, Hà Nội",Bán nhà riêng

FID39STTIF4,15000000000,80,4,0,6,0,,0,,0,0,Sổ hồng chính chủ,0,1,"Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh",Bán nhà riêng

FID39STTIF5,3000000000,0,2,0,2,0,"Bàn ghế khách sofa, kệ tivi, bàn ghế ăn, tủ kính bếp cao cấp, bàn trà ban công...",0,,0,0,Đã có sổ.,0,0,"Đường Lũy Bán Bích, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh",Bán nhà riêng

FID39STTIF6,0,80,1,0,0,0,,0,,0,0,"Tính pháp lý rõ ràng, số đỏ diện tích 80,3 m2, không tranh chấp",0,0,"Phố Hồng Mai, Phường Quỳnh Lôi, Hai Bà Trưng, Hà Nội",Bán nhà riêng

FID39STTIF7,1000000000,36,2,0,3,0,Nội thất nhập khẩu + gỗ tự nhiên chất lượng cao.,0,,0,0,Có vi bằng đầy đủ. Hỗ trợ làm vi bằng sang tên.,0,0,"Đường Vĩnh Hưng, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",Bán nhà riêng

FID39STTIF8,0,0,6,0,0,0,,0,,0,0,,0,0,"Đường Trần Phú, Phường Mỗ Lao, Hà Đông, Hà Nội",Bán nhà riêng

FID39STTIF9,7000000000,40,2,0,0,0,,0,,0,0,Đã có sổ đỏ,0,0,"Đường 4, Phường Tân Phú, Quận 7, Hồ Chí Minh",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID39STTIF10,7000000000,93,4,0,0,0,,0,,0,0,Đã có sổ.,0,0,"Dự án Khu đô thị Xuân Phương, Nam Từ Liêm, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID39STTIF11,10000000000,65,4,0,6,0,Đầy đủ,0,,0,0,,0,0,"Số 11 ngõ 61, Đường Giáp Nhị, Phường Giáp Bát, Hoàng Mai, Hà Nội",Bán nhà riêng

FID39STTIF12,32000000000,200,1,0,0,0,,0,,0,0,,0,0,"Dự án Vinhomes Grand Park quận 9, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID39STTIF13,21000000000,420,3,0,3,0,Full nhập khẩu cao cấp.,0,,0,0,Đã có sổ hồng lâu dài.,0,1,"Dự án Ecopark, Đường Trúc, Xã Xuân Quan, Văn Giang, Hưng Yên","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID39STTIF14,3000000000,35,5,0,4,0,,0,,0,0,,0,0,"Số 3 ngách 41 ngõ 123, Đường Xuân Phương, Phường Xuân Phương, Nam Từ Liêm, Hà Nội",Bán nhà riêng

FID39STTIF15,3000000000,21,3,0,0,0,,0,,0,0,,0,0,"49/22, Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",Bán nhà riêng

FID39STTIF16,0,260,3,0,5,0,,0,,0,0,Sổ đỏ.,0,0,"Dự án Xanh Villas, Đường Bãi Dài, Xã Tiến Xuân, Thạch Thất, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID39STTIF17,0,100,1,0,0,0,,0,,0,0,Có sổ.,0,0,"Bình Long, Bình Phước",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID39STTIF18,1000000000,12,5,0,2,0,Đầy đủ.,0,,0,0,Sổ đỏ chính chủ.,0,0,"Ngõ 46, Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội",Bán nhà riêng

FID39STTIF19,7000000000,90,5,0,0,0,,0,,0,0,Sổ đỏ,0,0,"Dự án Xuân Phương Tasco, Phường Xuân Phương, Nam Từ Liêm, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID39STTIF20,0,31,4,0,6,0,Full nội thất.,0,,0,0,Sổ hồng riêng.,0,1,"Đường Phan Xích Long, Phường 2, Phú Nhuận, Hồ Chí Minh",Bán nhà riêng

FID40STTIF1,0,43,2,0,2,0,Full nội thất,0,,0,0,Sổ hồng riêng,0,1,"Đường Nguyễn Kiệm, Phường 7, Phú Nhuận, Hồ Chí Minh",Bán nhà riêng

FID40STTIF2,0,35,3,0,3,0,Full nội thất,0,,0,0,Sổ hồng riêng,0,1,"Đường Nguyễn Công Hoan, Phường 7, Phú Nhuận, Hồ Chí Minh",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID40STTIF3,6000000000,45,6,0,4,0,,0,,0,0,,0,0,"Đường Đền Lừ, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",Bán nhà riêng

FID40STTIF4,6000000000,62,3,0,4,0,,0,,0,0,,0,0,"Đường Quang Trung, Phường 8, Gò Vấp, Hồ Chí Minh",Bán nhà riêng

FID40STTIF5,26000000000,321,3,0,0,0,,0,,0,0,,0,0,"Dự án Vinhomes The Harmony, Phường Việt Hưng, Long Biên, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID40STTIF6,5000000000,86,3,0,5,0,,0,,0,0,,0,0,"Ngõ 640, Đường Nguyễn Văn Cừ, Phường Gia Thụy, Long Biên, Hà Nội",Bán nhà riêng

FID40STTIF7,0,273,5,0,0,0,,0,,0,0,,0,0,"Dự án Belleville Hà Nội, Đường Nguyễn Chánh, Cầu Giấy, Hà Nội",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID40STTIF8,3000000000,25,2,0,2,0,,0,,0,0,,0,0,"Đường Lê Quang Định, Phường 11, Bình Thạnh, Hồ Chí Minh",Bán nhà riêng

FID40STTIF9,18000000000,250,1,0,4,0,,0,,0,0,,0,0,"Dự án 6B Intresco, Đường Phạm Hùng, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID40STTIF10,7000000000,60,3,0,4,0,"Nội thất gỗ sang trọng, tủ áo âm tường các phòng, camera giám sát, máy nước nóng năng lượng mặt trời..",0,,0,0,Đã có sổ,0,0,"Đường 389, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",Bán nhà riêng

FID40STTIF11,15000000000,64,4,0,6,0,Nội thất siêu đẹp nhập khẩu từ Úc,0,,0,0,Sổ hồng hoàn công 08/2019,0,1,"Đường Thích Quảng Đức, Phường 4, Phú Nhuận, Hồ Chí Minh",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID40STTIF12,3000000000,44,5,0,4,0,,0,,0,0,,0,0,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",Bán nhà riêng

FID40STTIF13,0,68,4,0,0,0,Full chỉ việc ở. Gỗ thịt cao cấp.,0,,0,0,Đầy đủ giấy tờ pháp lý,0,0,"Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Bán nhà riêng

FID40STTIF14,16000000000,105,4,0,5,0,,0,,0,0,,0,0,"Đường 25, Phường 10, Quận 6, Hồ Chí Minh",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID40STTIF15,18000000000,85,4,0,5,0,,0,,0,0,,0,0,"Phố Trần Đại Nghĩa, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID40STTIF16,30000000000,160,1,0,0,0,,0,,0,0,,0,0,"133 - 135, Đường Nguyễn Gia Trí, Phường 25, Bình Thạnh, Hồ Chí Minh",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID40STTIF17,0,42,3,0,3,0,Cơ bản,0,,0,0,Sổ đỏ đầy đủ,0,0,"Đường La Phù, Xã An Khánh, Hoài Đức, Hà Nội",Bán nhà riêng

FID40STTIF18,4000000000,63,4,0,4,0,"Full nội thất, chỉ việc đến ở (điều hoà, nóng lạnh, giường tủ, tivi, tủ lạnh, máy giặt... ).",0,,0,0,Đã có sổ đỏ chính chủ,0,0,"Đường Trương Định, Hai Bà Trưng, Hà Nội",Bán nhà riêng

FID40STTIF19,3000000000,63,3,0,0,0,,0,,0,0,Sổ đỏ.,0,0,"Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",Bán nhà riêng

FID40STTIF20,0,145,2,0,0,0,,0,,0,0,Sổ đỏ chính chủ; đất ở 100%.,0,0,"Đường Quốc lộ 21A(Quốc lộ 21), Xã Cổ Đông, Sơn Tây, Hà Nội",Bán nhà riêng

FID41STTIF1,3000000000,0,1,0,0,0,,0,,0,0,,0,0,"Dự án Palm Heights, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh",Bán căn hộ chung cư

FID41STTIF2,14000000000,124,2,0,3,0,Nội thất đầy đủ. Chưa tính đến lầu 2.,0,,0,0,Sổ Hồng,0,0,"Đường Bùi Đình Túy, Phường 12, Bình Thạnh, Hồ Chí Minh",Bán nhà riêng

FID41STTIF3,3000000000,33,5,0,3,0,,0,,0,0,Có sổ,0,0,"Số 12 ngách 44 ngõ 134, Đường Cầu Diễn, Phường Phúc Diễn, Bắc Từ Liêm, Hà Nội",Bán nhà riêng

FID41STTIF4,6000000000,50,5,0,4,0,"Nội thất: Cửa chính 2 lớp, ngoài cửa cuốn, trong cửa gỗ, hệ thống điện nước, điều hoà.",0,,0,0,Sổ đỏ,0,0,"Dự án Văn Khê, Đường Văn Khê, Phường La Khê, Hà Đông, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID41STTIF5,6000000000,144,2,0,3,0,,0,,0,0,Có sổ,0,0,"Phường Bửu Long, Biên Hòa, Đồng Nai",Bán nhà riêng

FID41STTIF6,10000000000,102,1,0,0,0,,0,,0,0,,0,0,"Dự án Khu đô thị Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID41STTIF7,26000000000,250,3,0,4,0,Full nội thất.,0,,0,0,,0,0,"Dự án The Venica, Đường Đỗ Xuân Hợp, Phường Phước Bình, Quận 9, Hồ Chí Minh","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID41STTIF8,4000000000,41,4,0,4,0,Full Nội thất Giường tủ kệ tivi.bán trang điểm,0,,0,0,SĐCC GPXD.,0,0,"Đường Khương Đình, Phường Khương Đình, Thanh Xuân, Hà Nội",Bán nhà riêng

FID41STTIF9,2000000000,31,5,0,3,0,,0,,0,0,,0,0,"Đường Đình Quán, Phường Phúc Diễn, Bắc Từ Liêm, Hà Nội",Bán nhà riêng

FID41STTIF10,7000000000,120,1,0,0,0,,0,,0,0,,0,0,"Dự án Hado Charm Villas, Đường Đại lộ Thăng Long, Xã Song Phương, Hoài Đức, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID41STTIF11,14000000000,70,1,0,0,0,,0,,0,0,,0,0,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID41STTIF12,24000000000,198,5,0,11,0,"Đầy đủ, tốt.",0,,0,0,,0,0,"Đường Cách Mạng Tháng Tám, Phường 15, Quận 10, Hồ Chí Minh",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID41STTIF13,3000000000,39,1,0,0,0,,0,,0,0,Sổ hồng chính chủ,0,1,"311/56, Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",Bán nhà riêng

FID41STTIF14,1000000000,47,2,0,0,0,,0,,0,0,,0,0,"Đường 32, Xã Đức Thượng, Hoài Đức, Hà Nội",Bán nhà riêng

FID41STTIF15,2000000000,38,3,0,4,0,,0,,0,0,SHR,0,0,"Đường Bình Thành, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",Bán nhà riêng

FID41STTIF16,650000000000,70000,1,0,0,0,,0,,0,0,,0,0,"Xã Cửa Cạn, Phú Quốc, Kiên Giang","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID41STTIF17,85000000000,1056,1,0,0,0,,0,,0,0,Pháp lý rõ ràng công chứng ngay,0,0,"Xã Phước Thuận, Xuyên Mộc, Bà Rịa Vũng Tàu",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID41STTIF18,36000000000,170,8,0,8,0,,0,,0,0,Sổ đỏ chính chủ,0,0,"Đường Cách Mạng Tháng Tám, Phường 12, Quận 10, Hồ Chí Minh",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID41STTIF19,29000000000,164,1,0,0,0,,0,,0,0,,0,0,"Dự án Vinhomes Gardenia, Đường Hàm Nghi, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID41STTIF20,3000000000,175,1,0,0,0,,0,,0,0,,0,0,"Kiệt 282 Nguyễn Văn Cừ, Phường Hòa Hiệp Bắc, Liên Chiểu, Đà Nẵng",Bán nhà riêng

FID42STTIF1,5000000000,51,3,0,4,0,"Đầy đủ, tiện nghi.",0,,0,0,"Sổ hồng, hòn công đầy đủ",0,1,"Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",Bán nhà riêng

FID42STTIF2,0,270,3,0,0,0,,0,,0,0,,0,0,"Dự án Ecopark, Đường Trúc, Xã Xuân Quan, Văn Giang, Hưng Yên","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID42STTIF3,0,30,3,0,5,0,Đầy đủ nội thất,0,,0,0,Sổ đỏ chính chủ,0,0,"Đường Kim Ngưu, Hai Bà Trưng, Hà Nội",Bán nhà riêng

FID42STTIF4,0,100,5,0,0,0,,0,,0,0,Có sổ,0,0,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID42STTIF5,15000000000,57,3,0,0,0,,0,,0,0,Sổ đỏ chính chủ.,0,0,"Đường Nguyễn Khuyến, Phường Văn Miếu, Đống Đa, Hà Nội",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID42STTIF6,0,371,1,0,0,0,,0,,0,0,,0,0,"Dự án CityLand Park Hills, Đường Nguyễn Văn Lượng, Phường 10, Gò Vấp, Hồ Chí Minh","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID42STTIF7,7000000000,31,6,0,5,0,,0,,0,0,Có sổ,0,0,"Số 24 ngõ 66 Phố Yên Lạc, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Bán nhà riêng

FID42STTIF8,27000000000,250,3,0,4,0,,0,,0,0,,0,0,"Dự án The Venica, Phường Phước Bình, Quận 9, Hồ Chí Minh","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID42STTIF9,0,80,4,0,0,0,,0,,0,0,,0,0,"Dự án Tây Nam Hồ Linh Đàm, Đường Bằng A, Phường Hoàng Liệt, Hoàng Mai, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID42STTIF10,4000000000,30,1,0,0,0,,0,,0,0,,0,0,"Đường Nguyễn Đình Chính, Phú Nhuận, Hồ Chí Minh",Bán nhà riêng

FID42STTIF11,0,100,1,0,0,0,,0,,0,0,,0,0,"Dự án Kim Chung Di Trạch, Đường Quốc lộ 32, Xã Di Trạch, Hoài Đức, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID42STTIF12,26000000000,240,3,0,3,0,,0,,0,0,,0,0,"547, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID42STTIF13,2000000000,29,1,0,0,0,,0,,0,0,,0,0,"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",Bán nhà riêng

FID42STTIF14,0,186,1,0,2,0,,0,,0,0,Sổ đỏ.,0,0,"156 Trần Nhật Duật, Phường Cẩm Châu, Hội An, Quảng Nam",Bán nhà riêng

FID42STTIF15,13000000000,100,4,0,6,0,"Nhà xây thô, Chủ mới tới có thể thiết kế theo ý riêng của mình. Nhà có thể xây thêm 01-02 tầng theo các nhà xung quanh.",0,,0,0,Sổ đỏ chính chủ.,0,0,"Dự án KĐT Văn Phú, Phố Lê Trọng Tấn, Phường Phú La, Hà Đông, Hà Nội",Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố)

FID42STTIF16,3000000000,64,1,0,4,0,,0,,0,0,,0,0,"Đường Huỳnh Thị Hai, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",Bán nhà riêng

FID42STTIF17,11000000000,60,5,0,0,0,"Nội thất trong nhà ngoại nhập, sang trọng, đẳng cấp, thời thượng: Cầu thang, cửa thông phòng, sàn nhà làm bằng gỗ Lim.",0,,0,0,,0,0,"Dự án Làng Việt Kiều Châu Âu Euroland, Phường Mỗ Lao, Hà Đông, Hà Nội","Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)"

FID42STTIF18,15000000000,102,8,0,12,0,"Full nội thất. Tivi, tủ lạnh, máy giặt, bếp điện...",0,,0,0,,0,0,"Đường Khuê Mỹ Đông 10, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",Bán nhà riêng

